uri,name, valence, energy, speechiness, acousticness, instrumentalness
spotify:track:7pLPpTvMosiIheeOOr13TZ,Little Green Bag - Single Edit,0.899,0.701,0.0288,0.173
spotify:track:6oVU2nHHoC98FtLMwMHug9,Wonder What You're Doing for the Rest of Your Life,0.968,0.874,0.0397,0.0246
spotify:track:0AymccBBOrW0qTr7bSJn3u,Let It Die,0.208,0.865,0.051,0.00339
spotify:track:72msckdjrY1yI6KPW1XaXL,Mexico Lindo,0.511,0.447,0.0521,0.829
spotify:track:4IlP3vyHyGfAhPNUm0QziD,Take Care of Me,0.27,0.499,0.0248,0.345
spotify:track:0jZyn1UDBXOz4EH9pduXzZ,Unsung,0.723,0.818,0.0536,6.16e-05
spotify:track:2jSJ1TNnuaifMb1KM61lNn,Es Por Tu Gracia,0.316,0.257,0.0316,0.767
spotify:track:1KHGSJPHiHkG2FEGFy8fLc,Pompeii,0.428,0.229,0.0406,0.919
spotify:track:3tjkJGlb4JqugAuRfc5rgP,Tear It Up,0.489,0.775,0.0502,0.00136
spotify:track:426of067EWw1vozpj2kx0z,Up On The House-Top - Remastered 1999,0.967,0.47,0.0428,0.644
spotify:track:35Vle8dEPRW22MGQsqj0vq,Tonight (I'm Fuckin' You),0.321,0.89,0.0523,0.0294
spotify:track:67lOMDVxfNjnrgkgee90yY,What It Is To Burn,0.171,0.684,0.0418,0.000214
spotify:track:4EyWimR3ADIHH9YRNPWY9z,Lie% Cheat% Steal,0.343,0.721,0.39,0.0418
spotify:track:6TRuW1ZgKCCk24uCuhfo7r,Stillborn,0.454,0.873,0.0364,2.14e-05
spotify:track:6BD0x5rIhqscFOg4u3Y2I9,Radioactive,0.391,0.485,0.0543,0.247
spotify:track:5eNzrPHLJ8vmQkC8URAlkr,Viudita de Clicquot,0.457,0.553,0.0365,0.251
spotify:track:2aqsF1LjjGNGEwGohrTPtk,More Justice,0.89,0.693,0.277,0.0815
spotify:track:1uAIBrq8rNTHIwzJtmAFsq,Heart Attack - Snakehips Remix,0.496,0.659,0.0967,0.563
spotify:track:2LjmbI7LJt0RDg612cBi7U,Summer Love,0.286,0.593,0.031,0.355
spotify:track:0xuvMOifc1Ky6mq6on9Gf1,B.G.S.W.,0.317,0.627,0.358,0.301
spotify:track:0aPRt8ARHfeQx1nbFnpTzy,Que No Quede Huella,0.934,0.655,0.0434,0.617
spotify:track:3Xw6wk5py6z215GpsOkoQY,Russian Christmas Music,0.0386,0.0643,0.0404,0.913
spotify:track:4GM55NSqNehD1cHXzdFmpm,Call Me (Come Back Home),0.678,0.392,0.0293,0.596
spotify:track:05ZBAxwvMvypk0xSt23Lmp,Beast,0.524,0.82,0.214,0.0981
spotify:track:09KTlWCEYWKKprzoy5QgMS,Destiny feat. Pional,0.342,0.8,0.0345,0.0361
spotify:track:70b5Sq3ePOu3Gqg0hjlOtR,For the First Time in Forever - From "Frozen"/Soundtrack Version,0.43,0.411,0.0344,0.815
spotify:track:0zpncMuffKonUPkcybNLpG,Revolution,0.856,0.717,0.0369,0.0196
spotify:track:2hAFx8wHoCXnhNLERo2BfY,If I Had a Hammer - Live in Japan 1967,0.365,0.983,0.575,0.557
spotify:track:0sKAxwRubZuqKadRspVY96,Joy to the World (with Georgia Mass Choir),0.428,0.708,0.183,0.629
spotify:track:2f42t2ofY9VdZo1rgWSGwO,Lo Legal,0.711,0.527,0.0327,0.472
spotify:track:3sgL7CN65BzZq3qqG9SkJZ,Smartphone,0.366,0.564,0.502,0.734
spotify:track:6s2XoWGkMatXbwOW6SGZuf,Fight Song / Amazing Grace,0.386,0.462,0.0279,0.738
spotify:track:0fRKiOKT4yNbouu44rCQv3,Xanny Bar,0.275,0.247,0.0314,0.837
spotify:track:6krMQ1idbKOt7KS3ZiM9dO,No Puedo Vivir,0.665,0.884,0.148,0.513
spotify:track:5625sNERp14q9bXg1yzqvj,Through the Prism,0.787,0.786,0.0475,0.000121
spotify:track:6lvsJDZ7336YmpBzcNGhbe,fOoL fOr YoU,0.17,0.513,0.0256,0.281
spotify:track:6lzqFs6RCw4cqjPvx197Cq,Becoming a Legend,0.131,0.881,0.0728,0.486
spotify:track:3ExcxvkepzqXKkf8tfZlI8,Don't Ask Me How I Know,0.472,0.724,0.0306,0.00579
spotify:track:210r3CVDluiOh4SNmV3gGM,Heat Of The Night,0.494,0.435,0.0559,0.0117
spotify:track:7eA8EGUwSdCtzraYYaE8ci,Shake It Out - MTV Unplugged% 2012,0.402,0.761,0.0517,0.687
spotify:track:0DvJ3c0crcaUF0VAImO9hu,Ára bátur,0.0903,0.0783,0.0383,0.959
spotify:track:5JEOUFbvcqe06BOo229jgF,Flash's Theme - Remastered 2011,0.175,0.522,0.125,0.49
spotify:track:4XSRqScl0RWxFjOQID8QCW,Et moi% et moi% et moi,0.941,0.583,0.0399,0.0906
spotify:track:4AbYfUcW5U3wkqt6Prp0Z2,Us Time,0.346,0.466,0.0279,0.204
spotify:track:2pzuU8vLaG8W1P31X65ZP9,Voices In My Head/Stick To The Plan,0.128,0.541,0.231,0.141
spotify:track:6VulP2NECDNEy1Ecwd73hD,Happy Holidays (Medley),0.264,0.492,0.0763,0.756
spotify:track:7Ez9zlZuyvEo2iiRvOSDnd,Sleigh Ride,0.594,0.341,0.128,0.849
spotify:track:4kRMsLX7bJqjIfK44qJ9h6,Hold Me,0.779,0.571,0.039,0.247
spotify:track:2dX4gPl1HTNnvf6zaH94Tz,Selfish - Shlohmo Remix,0.156,0.639,0.049,0.148
spotify:track:6GpH4Q5hUKzMvMoO4n5itq,The Moment,0.463,0.825,0.0649,0.000257
spotify:track:0obweJsT9PLhlAUqIuzLvp,Crazy,0.537,0.563,0.0245,0.182
spotify:track:2r8BRLagIPflfcLPfCHakp,Skating Away On the Thin Ice of the New Day - 2002 Remaster,0.71,0.367,0.156,0.261
spotify:track:0IzOLJVaqwaQR5zBad9iWn,We Are Number One - Instrumental Version,0.962,0.903,0.0941,0.0047
spotify:track:4fF34wXHnJvZDaGVVU98di,Women Looking Cute,0.379,0.894,0.883,0.746
spotify:track:4syg2ecCnaoGQeLtEgsX5f,Ave Maria - Jacknife Lee Mix,0.0388,0.358,0.0345,0.53
spotify:track:2lsRrcnkWtQIzmpdGhTkLs,You Don't Bring Me Flowers (with Neil Diamond) - Live,0.255,0.249,0.0762,0.897
spotify:track:6ANoVxPDkIdA6P1GrINg6a,Walk On By - Single Edit - Remaster,0.388,0.568,0.0387,0.0268
spotify:track:070w1ad1BKWGBsXGJ4qp8k,Gasoline,0.686,0.852,0.0604,0.00197
spotify:track:74KamJG0lkhHDsP2HXl5cP,Blue Christmas,0.343,0.19,0.0394,0.603
spotify:track:4t374JpKYq4OGTUoJ4PVwm,Oh No,0.336,0.186,0.0258,0.772
spotify:track:7Dt7wKRmApJGsYst2ngJtK,Summertime,0.325,0.129,0.0415,0.963
spotify:track:7s49Um7G06hq2rulrHPsIy,Jimmy Choo,0.468,0.646,0.1,0.112
spotify:track:1321N0uEcMGvbAkHZBFH2R,Time With You (feat. Kate Elsworth),0.349,0.396,0.125,0.571
spotify:track:0pN1zjobHqN2m6OVx9gv3I,Innocent (feat. Baxter) [Kai Alcé DISTINCTIVE Retouch] - Mixed,0.573,0.557,0.0398,0.00234
spotify:track:2gZy1KFFKUgw3IbRNhZEz3,Game Time (feat. Sage the Gemini),0.503,0.814,0.0488,0.0208
spotify:track:17uP3xrby09dgE8ZQ2A0lk,Bike Back,0.315,0.531,0.173,0.00735
spotify:track:4TZ0kv6Elbb4cTsoNXxBZJ,Amor Papaya en Invierno,0.357,0.238,0.0414,0.887
spotify:track:029QP3fFtLaW9B9RKr8DAg,Say My Name,0.158,0.553,0.348,0.102
spotify:track:55kjKDiHR1KWZPOiEVX19h,Eine kline Nachtmusik' Serenade No.13 In G Major 4th Movement,0.726,0.223,0.0397,0.946
spotify:track:7mbEB9lTrxdDDZyOxtoLDo,Dodgy Moves - Bombs Away Edit,0.878,0.749,0.314,0.000783
spotify:track:7zKxoK67ddk6i4Oe0lhPh8,into the wild,0.524,0.727,0.0276,0.404
spotify:track:6tprZ8QNcbkSebyC9HDgRH,Better Man - Guitar / Organ Only,0.17,0.138,0.0325,0.916
spotify:track:3RvwOyRn1KglgJgKJm2ORS,Some Devil - Live at Radio City Music Hall% New York% NY - April 2007,0.154,0.39,0.0316,0.914
spotify:track:16molumuZJCXnOJDhFItte,Fear Nothing,0.551,0.655,0.0452,0.137
spotify:track:4lgqc2BTURR2zY1P8J0BjP,Bad Kids,0.414,0.475,0.0277,0.202
spotify:track:4J5ngHfG9OxMMnWiEHIH1C,I Surrender All,0.189,0.744,0.035,0.000859
spotify:track:2dERtFdCgVdS1g5DE6ZWnr,Bang (feat. Mr. Man),0.727,0.798,0.268,0.0294
spotify:track:58YBY8OiX56vQhcHUgul9m,There He Go,0.83,0.754,0.318,0.451
spotify:track:3IKqn2ouAcqt2ZtLjkhb8h,Right Here,0.391,0.975,0.14,0.000715
spotify:track:7zTx8ePYAmPFQuxP3xlXZn,Light,0.43,0.763,0.0573,0.0857
spotify:track:3cETWf7sSrsc237UF0t6MB,Without a Woman,0.415,0.707,0.0427,0.0652
spotify:track:0y6nekSGpzGjREzLiS9UZe,Coming Home,0.847,0.9,0.0326,0.000278
spotify:track:4S2BvJd89XgbDj9jWM1mOW,Reasonable Doubt,0.0744,0.613,0.0967,0.486
spotify:track:0MXjWj0zD8BCWGlewpo1d1,Baby I'm Scared of You - Remastered,0.831,0.817,0.056,0.299
spotify:track:0CokSRCu5hZgPxcZBaEzVE,Glorious (feat. Skylar Grey),0.356,0.794,0.0522,0.0323
spotify:track:0wdGc7K2pSGoJtfwBxeGDn,Sitting In Limbo,0.708,0.654,0.046,0.132
spotify:track:6K8FeFOouLIapUrISpSaI6,Firefight,0.633,0.368,0.0961,0.241
spotify:track:5DcIkTnThkzh1fTnF6juFx,Keep It Comin',0.738,0.899,0.0809,0.0371
spotify:track:5lideq6tPKhcaZiuBLM29K,That Old Black Hole,0.601,0.898,0.0646,0.00171
spotify:track:2DqumyPtRhRPr867qaDjd2,Fuck Happy,0.179,0.901,0.112,0.228
spotify:track:7miPrGyudA7iuKcPyGKubZ,Night That You'll Never Forget,0.583,0.796,0.0297,0.046
spotify:track:3ADf6eSlkURLABzIELamUh,Every Night,0.317,0.551,0.0287,0.765
spotify:track:4nyyOrUTHPEydfKkJYu0fb,Sweet Little Jesus Boy,0.124,0.0803,0.0388,0.949
spotify:track:0LkEGVqqdg3ArecjdYRjuj,A Day in the Life,0.725,0.733,0.314,0.635
spotify:track:4MQrDMmsb9eXuZSAml1emZ,Aladdin,0.464,0.695,0.0456,0.000842
spotify:track:0Jpc1JVtOUJ2tappmFSAM8,Views from the 6,0.179,0.689,0.118,0.198
spotify:track:2Gy7qnDwt8Z3MNxqat4CsK,Wouldn't It Be Nice - Remastered 2000 / Stereo Mix,0.72,0.629,0.0335,0.718
spotify:track:3v6fiLFCNtncmsPg7JWEVD,Cruisin,0.381,0.686,0.036,0.127
spotify:track:6K9EwMrbfVGN6p7LrQW42e,Hombre Libre,0.961,0.447,0.0379,0.637
spotify:track:56hxY4pQKHncSgBSEk7yF6,Drop It Low feat Ester Dean,0.613,0.674,0.395,0.0248
spotify:track:5wIe1SSDPycynjGJOQhE2s,Sola,0.704,0.539,0.153,0.11
spotify:track:6CCYX0JVy5qYqUvWpCvHXh,Cover Girl,0.948,0.765,0.0345,0.0344
spotify:track:4mdx12ZFynfJwut5lyS7MP,Sex Trip,0.571,0.578,0.0522,0.369
spotify:track:2J3ajGI1sVj9wnqThJHwPS,If I Believe You,0.346,0.308,0.0355,0.737
spotify:track:3eeJaw3rCAhLTCRIViRH7c,Le Llaman Guerrero,0.605,0.958,0.184,0.106
spotify:track:2hUV9lOrC6ul4p4WbgLneh,My House,0.595,0.837,0.382,0.024
spotify:track:0U6E7cWIr51MDhl2oKLAUV,Lambada (Llorando Se Fue),0.959,0.536,0.0295,0.611
spotify:track:1bICAX8QUnc2y8Gou2awQx,Psalm 51,0.14,0.44,0.0563,0.284
spotify:track:4KhjUoWJ3BjrW61g27Akkj,Stay And Wait,0.262,0.597,0.0285,0.134
spotify:track:3pxCXv0NACYfYnLjFcQW5D,Addicted,0.527,0.864,0.0338,0.000821
spotify:track:0NEfP0kygDcPH3vg3IXLop,Nocturne No. 1 in B-Flat Minor% Op. 9 No. 1,0.0382,0.0115,0.0381,0.979
spotify:track:65gS7AKz0JDHYOmIyfhZxr,Raw,0.232,0.603,0.0359,0.00217
spotify:track:36I2fxf1VxcOOrHqYLbmIG,Craving - Acoustic Version,0.211,0.115,0.0399,0.651
spotify:track:2ZVWg6VCq8FQdeD5yuWD9r,Burn,0.105,0.323,0.0721,0.644
spotify:track:7s9ineMkiq7iDciJHiR7za,Club Rocker - Play & Win Remix,0.573,0.777,0.112,0.138
spotify:track:629x1B6iPXl7iXCXLiHGGx,Two Mantras,0.0439,0.288,0.0261,0.842
spotify:track:6sH2hNUx8keYpPg0IwziYF,A Veces Ni Eso,0.763,0.583,0.0268,0.0439
spotify:track:3duSsOlfHngIrxse6PknMg,Tio Bill (Old Is Cool),0.606,0.796,0.218,0.5
spotify:track:089SWbK2efRUustXFE4XgC,Gracias,0.0823,0.544,0.0274,0.157
spotify:track:0BSzKzOIRNLFEXMfQfEUrn,Who Better Than Me? (Reprise) - Broadway Cast Recording,0.963,0.88,0.0303,0.0936
spotify:track:7bPKgEINy8LImxgyhbc01a,In Trouble for Good,0.314,0.594,0.039,0.104
spotify:track:066eFvkQXyR9UIYi65GsSu,Your Love Defends Me,0.289,0.486,0.0255,0.063
spotify:track:4Y3gLYlV5rD3fhirhWKtei,California,0.522,0.789,0.0421,0.196
spotify:track:4Jj3HUcLGj0ysrJRmtgN3a,Christmas In New Orleans,0.498,0.331,0.162,0.65
spotify:track:1eptVxF0sjqV3XWm2Yutcc,Sober,0.449,0.717,0.0662,0.00414
spotify:track:5bSSkaqVo0qsOmtYOcPpp3,We Used to Know - 2001 Remaster,0.465,0.458,0.0322,0.105
spotify:track:1AkIHV8bNiZKdCA1Yi1H60,Olvídame Tú,0.713,0.561,0.0457,0.122
spotify:track:1s4HuXpfqztJ49XuwfmRrm,Toes - Live from Bonnaroo,0.694,0.904,0.068,0.102
spotify:track:2OazKYiGSyrSgFDHWLNv2Y,100 (feat. Kid Ink% Ty Dolla $ign% Iamsu!% & Tyga),0.588,0.483,0.475,0.0133
spotify:track:6PoRzdAtZdyxgMWO7Q4Vh1,Monday Morning Church,0.16,0.341,0.0292,0.24
spotify:track:5yjG496AFdiaoKpfr7vuL9,Here Now (Madness),0.0798,0.396,0.0327,0.204
spotify:track:2gdtNt0TzNZOOhmNpimt01,XTC Love,0.302,0.852,0.108,0.0016
spotify:track:5fKhAq3lAaotBC76vOxhaM,Magnolias (For Philip),0.253,0.401,0.0258,0.734
spotify:track:574uSIfe7tTBLCFjN38vij,Homegrown,0.22,0.334,0.0414,0.757
spotify:track:3iqwtSwQ5yHxiwizNygP0M,Golden Slumbers,0.165,0.206,0.032,0.943
spotify:track:5EpdvRM97d8JBlvCz1V6gM,Already Knew That,0.48,0.747,0.0571,0.722
spotify:track:5H0dVldtI6HJZnEXzigKfY,Ruff Ryders' Anthem,0.73,0.573,0.305,0.0636
spotify:track:5Whr5QwkoEey4QMsAPAQGv,Better Off,0.537,0.776,0.0438,0.000589
spotify:track:40hrL4q3dxErnwzpIof6fc,Crazy Mary - Remastered,0.104,0.465,0.034,0.0389
spotify:track:6s0NHplywwr1IjnQpUpWJk,Bad To The Bone,0.955,0.727,0.0303,0.00614
spotify:track:5sbs0qh9EIOsAVa3DmFFd4,After Tonight,0.583,0.427,0.049,0.673
spotify:track:2aFiaMXmWsM3Vj72F9ksBl,Cake By The Ocean,0.912,0.764,0.0518,0.156
spotify:track:00NmK2seXpRFNAEsRBe7lc,Oye Baby,0.76,0.936,0.246,0.196
spotify:track:6N7XssPwmGBM6P1qgQt3ea,Secret Valentine,0.303,0.917,0.0542,0.00308
spotify:track:4Re0d3C9jBhdXX0e12FdYu,Autumn Flowers,0.083,0.0282,0.0641,0.992
spotify:track:7Dmbp0DnxbFCS3IYwbvMXf,Hanging On,0.211,0.523,0.0294,0.286
spotify:track:3Khizgd763J4s63Gcv6D9u,Barnacles,0.624,0.426,0.0391,0.542
spotify:track:4HmyfiSCAaZzNWKhUkLM3V,Make It Rain (As Heard In Sons of Anarchy),0.239,0.416,0.0424,0.515
spotify:track:0vPGg3uisLQCKFBbKpOVfZ,Piano Sonata No.8 In C Minor Opus 13 "Pathetique": 2. Adagio Cantabile,0.151,0.00687,0.0469,0.995
spotify:track:3haZcHm3HydDVxm3je3Zmg,Help Me% Rhonda - Single Version/Remastered 2001,0.825,0.748,0.0298,0.311
spotify:track:0TGTE9TEh9qzuFwmtRNICn,River,0.561,0.484,0.0477,0.274
spotify:track:2l01nCr1aULfmyLs9phUE5,Scatta (feat. Foreign Beggars & Bare Noize),0.37,0.928,0.211,0.0154
spotify:track:60QjTmS0boM1UzmBZjSTJT,Bobblehead,0.651,0.942,0.0791,0.0239
spotify:track:7lwYBHebfqta2qedopbXHW,Shaunk,0.359,0.91,0.0989,0.109
spotify:track:48hOrCkk8RYGRUalLCeESF,Funtime Dance Floor,0.458,0.533,0.177,0.073
spotify:track:48luGDiunn1p1xFIhfK80S,Pom Pom,0.866,0.576,0.0525,0.458
spotify:track:7uHN3Gu7XRMqkV9dnH4IYA,Sooner or Later (feat. Kaelyn Behr) - Radio Edit,0.266,0.8,0.0667,0.266
spotify:track:13qEfarvaQ6YUlq2TF5OLD,Me Gustas,0.604,0.771,0.0417,0.195
spotify:track:3XKIUb7HzIF1Vu9usunMzc,Maria Maria (feat. The Product G&B),0.68,0.601,0.126,0.0406
spotify:track:0QaOB31gqyQ0MIpDxQACYx,A Button on Your Blouse,0.44,0.669,0.034,0.00021
spotify:track:44FcEjjsmxS2LiMZAF3nfd,La prisión (feat. Steve Aoki) - Remix,0.755,0.897,0.0449,0.0354
spotify:track:1LBcs9JY4DedNGwQ61Jztv,What A Dog / He's A Tramp,0.302,0.155,0.043,0.929
spotify:track:0RLgrEPrs3unJkGecxrdjb,Red Hands,0.0976,0.684,0.0613,0.204
spotify:track:2lSUGI2s9EjbA93nahmpsL,Lil' Jack Slade,0.871,0.798,0.0318,0.0674
spotify:track:3rIXqC0xq7tBukmBpt6p5G,It's Getting Boring By The Sea,0.137,0.978,0.172,0.0267
spotify:track:1gugDOSMREb34Xo0c1PlxM,She Looks So Perfect,0.441,0.951,0.132,0.000569
spotify:track:4vQFF9WcBP4cmytKM65ZZn,Time Keeps On Slipping Into the (Cosmic) Future,0.12,0.983,0.13,0.00521
spotify:track:2vfvGlqCB7oertO5VLE0sz,ATLiens,0.608,0.734,0.269,0.0296
spotify:track:2qHScCZ9f4FPBNVBpFMZ0G,In The River - Live,0.279,0.9,0.0408,0.000459
spotify:track:3CyRMQbEqVFnIW7k1eRu27,A Snowman's Advice,0.393,0.0317,0.0348,0.981
spotify:track:1yZFWn5IOy4spqLgJmMLmU,Traffic In The Sky,0.492,0.484,0.0347,0.713
spotify:track:3K2B2ZdnyM56sJV986Yl6N,Cuando el primer amor de va,0.53,0.754,0.134,0.535
spotify:track:7FJvIEwZ0euCr67yihS2aW,The Nutcracker% Op.71% TH.14 / Act 1: No. 2 March,0.65,0.211,0.0397,0.973
spotify:track:3PGu0lwrRwZydD0Obv5s0S,On My Own,0.192,0.245,0.0465,0.894
spotify:track:2I5LXd3pKa0tG6pZnI1vVS,Bedtime For Toys,0.246,0.175,0.0295,0.499
spotify:track:6NlMBnJmBAetfGx32PvxFq,SSOA,0.669,0.866,0.144,0.15
spotify:track:7AQjiRtIpr33P8UT98iveh,Shut Up And Drive,0.764,0.833,0.0358,0.000798
spotify:track:18OV629XyK83ErYEngpvly,Tampa,0.45,0.556,0.0622,0.173
spotify:track:5qbabyunovjoQbeYgpHAF7,For the First Time in Forever - Demo,0.522,0.261,0.0323,0.917
spotify:track:2ZTCl6wQMDSMfY4s8GHZdj,Butterfly Fly Away,0.468,0.281,0.0258,0.733
spotify:track:4g3IrwIgcR2NIaO1h10orQ,Are You Serious,0.469,0.688,0.0624,0.11
spotify:track:2y2EIt9PIGMXcxufDBkU9v,Oración,0.405,0.782,0.0274,0.0366
spotify:track:7zwGkKY304rsu1rYPH0zvI,Baddest Muthafucker - Buzzy's Anthem Mix Cut,0.203,0.954,0.061,0.0137
spotify:track:5JWrrntDt9Av9r4SWyTOkG,Duff Huster,0.74,0.548,0.0669,0.00126
spotify:track:1GLmaPfulP0BrfijohQpN5,Don't Worry Baby - Remastered 2001,0.851,0.464,0.03,0.0666
spotify:track:69vD3bK7ud5QCeqlAxDH6A,ILYSM,0.377,0.884,0.0326,0.0482
spotify:track:4JtYo9qw1GrCKXePKF9wGg,Nobody Really Cares If You Don't Go to the Party,0.581,0.927,0.0696,1.74e-05
spotify:track:3JWh19WsndEFg0UFRFeTiU,Minute,0.29,0.549,0.244,0.0919
spotify:track:5IlTkukileBOPqKHxHF8bP,Atomic Dog - Original Extended Version,0.751,0.649,0.238,0.158
spotify:track:4kkIztRqjf1EhJPV8mFRZh,Hardcore Motherfucker,0.343,0.709,0.267,0.0052
spotify:track:2RnYn2TgRI2X3LQvwvcQSm,Check,0.582,0.866,0.0323,0.0883
spotify:track:4LKwfNItOlbKVe3PBzRF18,Dora the Explora,0.296,0.332,0.652,0.0811
spotify:track:0QtYlr0TOfrEU4ONDUNA29,O Praise The Name (Anástasis),0.271,0.361,0.0361,0.442
spotify:track:334lcd6AelXzh8zetEgTho,Mi Curiosidad,0.961,0.732,0.151,0.542
spotify:track:37Gro0mrK61SuO5Y9jRUjh,Side Effects,0.703,0.854,0.0368,0.00325
spotify:track:2PyuytS9WHUXcqzR1lJYV0,Donde Estés Llegaré,0.595,0.904,0.0535,0.0661
spotify:track:5y2xDW8H6olL4GqJXtDugS,Shanghai,0.281,0.706,0.0408,0.395
spotify:track:4WRjqQ6sx5qIcddaIxNTfF,Salsa Tequila,0.638,0.906,0.125,0.131
spotify:track:3ESohZocQvwRDzedmk4fYi,Blind - Live at CBGB,0.38,0.928,0.152,0.000856
spotify:track:39G9wngcxSdsMeXvYirRPn,1580s,0.255,0.918,0.946,0.747
spotify:track:0hYAAkIiFTxO0Kwxc9WObi,Todo Lo Que Hago por Ti (Everything I Do [I Do It For You]) - Everything I Do [I Do It For You],0.22,0.275,0.0306,0.311
spotify:track:3anyxoSUCjcH8M9Mq84jmH,Once And For All,0.274,0.815,0.0322,0.0803
spotify:track:5694a1yPLRdKZuyKSO0BUm,Take Time,0.575,0.382,0.0269,0.544
spotify:track:5DH5PdLCY67GIkjYsfWtNo,Burn Them,0.755,0.806,0.0339,0.191
spotify:track:11EX5yhxr9Ihl3IN1asrfK,Need You Now,0.231,0.622,0.0303,0.0927
spotify:track:2oU4PycaK1AWf9dpQAE98E,Misconceptions 3 (feat. John Givez% JGivens & Jackie Hill Perry),0.651,0.914,0.369,0.0731
spotify:track:6SiufeAINMyX2STnmkZd2R,Be the One,0.887,0.774,0.032,0.0573
spotify:track:28FNoSA2pFw9gnf9yochXq,Mahna Mahna,0.947,0.488,0.101,0.534
spotify:track:1Nx0HlEYU5ecaYXnGbxIHM,Te Doy Gloria,0.152,0.837,0.0445,0.449
spotify:track:4eQec76xYzMWafPfJEDELl,Disrespectful (feat. Mila J),0.204,0.658,0.0328,0.00195
spotify:track:3sIacg72fC56x66IO7sUDC,About Time,0.208,0.664,0.0439,0.0279
spotify:track:5RZulWXhnKCCl6ZJFRfGLE,Anthem,0.135,0.268,0.0444,0.696
spotify:track:12FZTFRyd4RBzvKf8RB0zO,I Write the Songs,0.331,0.417,0.0283,0.824
spotify:track:48Q7pVDuBivnR5rdf6RGYT,Spacelab - 2009 Remaster,0.135,0.751,0.0361,0.0412
spotify:track:2LvpVkv0z8oFMcc048FfJd,Spectrum,0.483,0.616,0.318,0.206
spotify:track:6zqYITGsQw58qXz31AtQah,Blockbuster Night% Pt. 1,0.394,0.523,0.36,0.0312
spotify:track:3iOpiHDobxZO7S4p9Y2Fgu,Do It Again,0.159,0.508,0.0297,0.0119
spotify:track:59LUh4amaXhgrWh6mWKbCn,Aries (YuGo) (feat. Pharrell & Station Wagon P),0.174,0.635,0.0405,0.0107
spotify:track:1DcXKQ1Vy9aIDWMuDJzGGg,Making The Most Of The Night,0.529,0.875,0.0796,0.00382
spotify:track:577HuVuyCyKEblC3ihTgSn,Dumb Disco Ideas,0.82,0.843,0.0382,0.00441
spotify:track:7rBMZvgeWnOTHWUh3Pvw51,Chloe Dancer/Crown Of Thorns,0.267,0.362,0.031,0.0894
spotify:track:4OTghL877z2agkPExFe3lI,Madre,0.39,0.00752,0.1,0.995
spotify:track:4kAtRwNRLMKuoCbxMSxUGI,Noche De Sexo,0.515,0.722,0.256,0.108
spotify:track:2sNAjuCXxyj8jHt93t9IJ9,Brotha,0.661,0.434,0.376,0.538
spotify:track:5KticKA5xheCxxf01jJ9Si,Way Down South,0.668,0.764,0.0456,0.0334
spotify:track:0oJTw8cckEQuKpoP6Y26LG,Duele El Corazón,0.358,0.545,0.0311,0.772
spotify:track:7GqUPi4LGdOIgrBfcWPJ2z,Hard To Say I'm Sorry (feat. Peter Cetera),0.22,0.413,0.0366,0.604
spotify:track:2hGX7o1gV6cC8s20rJTFsw,Dandole Remix,0.864,0.783,0.0528,0.0478
spotify:track:7lkmmiQYKI82q7nLYsYuTb,Hall,0.622,0.763,0.117,0.0247
spotify:track:1c4OpZ2G1MEcEKSknUZjdD,Ceremony - Version 1; 2016 Remaster,0.377,0.555,0.0312,6.44e-05
spotify:track:7vhOZ7D4z03Y0tYkxFAG15,Cool,0.515,0.857,0.0324,0.0339
spotify:track:7H6ev70Weq6DdpZyyTmUXk,Say My Name,0.734,0.678,0.102,0.273
spotify:track:44MqTsAZytpJmMuzXpxHOd,For You,0.714,0.825,0.039,0.259
spotify:track:2kpuwCjngQxWoh95uWsXdR,The Way,0.471,0.809,0.0334,0.132
spotify:track:375VV5iPeRDsM4oaNmXEQd,Movie,0.722,0.42,0.208,0.28
spotify:track:1q9aXCAu3ffgFLQkRhomsX,Golden Diva,0.592,0.911,0.399,0.0508
spotify:track:7xIWodZRRhxnciARkqgNOr,Makeout Point,0.406,0.509,0.0327,0.0384
spotify:track:38NXH8WqiK5txwU0wwIcHn,Join the Club,0.325,0.877,0.0985,0.000187
spotify:track:6EwKf0ogNXUVB7GyzUReNo,Halo: Never Forget/Peril,0.0391,0.0867,0.0404,0.975
spotify:track:0M0IkpL28r3qCgGYmagSJ2,Pirouette,0.514,0.383,0.0521,0.702
spotify:track:1NVGKL5giCzzuH0KubPaQ2,Upon Viewing Oregon's Landscape With The Flood Of Detritus,0.748,0.93,0.0695,0.258
spotify:track:1iWZhPskT6x07ehHu3X4VG,Flock Of Hearts,0.763,0.674,0.024,0.109
spotify:track:4R58TlDlRfizLszX7qzG2C,I'm Getting' Nuttin' For Christmas,0.938,0.335,0.0664,0.117
spotify:track:676qIjFkW8OObIj54TJtKI,Something That We're Not,0.848,0.939,0.0554,0.0328
spotify:track:1oHY3kqEwlWwKM5ys5vZlX,N.Y State of Mind,0.345,0.103,0.936,0.495
spotify:track:3USei2Ja58VV6yOypYNjfN,The Girl,0.179,0.539,0.035,0.838
spotify:track:7qdIR2jTfgOvsQSWHPjjIJ,Just Be Friends,0.844,0.918,0.0428,0.00492
spotify:track:3Tpe3ZbwDoZqcKZr6QIfsA,Modern Flame (feat. Yuna),0.24,0.524,0.103,0.128
spotify:track:4EMGX2bGQHy0wdBRspjESh,Nobody Told My Heart,0.284,0.29,0.0243,0.757
