uri,name, valence, energy, speechiness, acousticness, instrumentalness
spotify:track:431qZaQAJuIolwBrlDa6Yg,Woodland,0.374,0.523,0.041,0.535,0.00011
spotify:track:2MABF1tqhRc2OpEkcDN64m,Deep Theta 2.0 (Pt 13),0.0707,0.0272,0.0402,0.97,0.887
spotify:track:1EPqcEdcqdKqQHGHV8myqR,Serpents,0.472,0.915,0.0881,2.79e-05,0.0725
spotify:track:7bqY7hPSTiMwkpYxzFyRoO,Trois danses pour orchestre% Op.6: Divertissment (2 piano version) - Produced,0.0354,0.0578,0.0557,0.994,0.85
spotify:track:7oWrl9KE7NRcokDxX96gwJ,Down,0.646,0.957,0.4,0.17,4.56e-05
spotify:track:47dWaxCuCT6JuosIy3pEHZ,Ain't No Sunshine,0.423,0.376,0.114,0.908,0
spotify:track:1aHHkQlNzKrmWzhroGSXJR,Pink Season: The Prophecy,0.311,0.652,0.295,0.0462,0.00867
spotify:track:1EE27lm5GSh0Dx8HjNZTKu,We Wish You a Merry Christmas,0.431,0.278,0.0315,0.975,0.427
spotify:track:16r1QQSZyS2qAL9Pztr5Fa,An Illustration of Loneliness (Sleepless in New York)An Illustration of Loneliness (Sleepless in New York),0.965,0.634,0.0316,0.000102,0.0142
spotify:track:3fvpDSBN4jNoOGYmFc9kqN,Suite Punta Del Este (12 Monkeys),0.805,0.226,0.0574,0.756,0
spotify:track:6MpyaUgutthEieLdLtMmVr,I'll Stay with You,0.438,0.889,0.0446,0.000658,0.135
spotify:track:6y5UeildEI5X0SaVXzQ6AU,Tera Yaar Bolda,0.818,0.932,0.157,0.177,0.0228
spotify:track:3JaKlOxGyK5S38uI2YabYn,Why You Always Lying?,0.709,0.504,0.133,0.175,0
spotify:track:30jhMcnxqJYq3Q4G5KDfJN,Iceblink Luck,0.458,0.807,0.0349,6.11e-05,0.0121
spotify:track:4w23RW49t6LRwV2XS8zM6y,Who Are You Tonight?,0.275,0.544,0.045,0.167,0.0604
spotify:track:6axvnGwB3rtoriGI1lPhTz,Chinese New Year,0.749,0.845,0.253,0.759,0.232
spotify:track:13SFz53S8Id0zDg7utx0ar,The Lion's Roar,0.0375,0.275,0.0446,0.229,0.933
spotify:track:3SHDhuNfUcKZZVHwyoeevK,Jump,0.299,0.836,0.154,0.0487,0.246
spotify:track:066nVSMAHBa3UxtE1m4c2j,Snakeskin,0.773,0.896,0.0369,3.09e-05,0.0127
spotify:track:1TQbUQ2f7ho1uckuf1aUUh,Rebirthing - Live at Tivoli Theater% Chattanooga% TN% 5/9/2008,0.517,0.958,0.106,0.00734,0
spotify:track:1jTZPQix8cR86nzcR41eCe,IV - The Road and the Damned,0.616,0.791,0.0443,0.0761,0
spotify:track:1zKlpxDNxSg1hvnUc0yaEt,Scared Money,0.911,0.842,0.0793,0.477,0
spotify:track:4FHu9bOzBjZurx89CMa42L,All Falls Down,0.434,0.734,0.484,0.149,0
spotify:track:6faCSbuEu5X2vmpxlx2JhM,Turn Me On,0.918,0.842,0.0447,0.0324,0
spotify:track:3FZadg5NHvyElNg2WL2t53,Survive,0.371,0.982,0.141,9.04e-05,0.000481
spotify:track:0Xcq0Ro61LUXNmvYhh54m2,Knights of the Sky,0.137,0.56,0.0344,0.667,0.94
spotify:track:6UaDBVNq5ZRv3Fafq3Hq5f,Zion Train,0.648,0.74,0.0593,0.0322,3.83e-05
spotify:track:2eAk7OGGCEe1uVgnjfXOLf,Headspace,0.414,0.582,0.24,0.599,4.77e-06
spotify:track:5hCxHORQlBYsfeeH4eBZHe,Caged Bird,0.143,0.539,0.0659,0.0719,0
spotify:track:4cRBqWBjuccCowYVHFlXK6,Redemption,0.341,0.314,0.116,0.611,2.07e-06
spotify:track:2jMbvseqcCkPtR5pjp0bqi,El Chaca,0.97,0.776,0.109,0.173,0
spotify:track:7yPGXCaeIr1ofJoqp3LeKF,Earth,0.641,0.483,0.118,0.111,1.29e-06
spotify:track:5Wr8eNDaOMHZKdJCRQQTTz,La Calle De La Amargura,0.913,0.91,0.0426,0.0126,0
spotify:track:1q3MLInGUrBuu7z0yCIaGY,Here I Am,0.457,0.709,0.0244,0.174,0
spotify:track:5dgJxyBNbmtKWaIXUaLnpn,Happiness,0.151,0.279,0.0322,0.481,0
spotify:track:0rrg9b0ueovRprYksDFUyP,Give Me Anything,0.584,0.839,0.0314,0.00317,0
spotify:track:5j7i7J88BHju2G21fLkCWr,Ain't There Something That Money Can't Buy,0.795,0.812,0.0553,0.00402,5.11e-06
spotify:track:0Ckm98juoaKyNc3fWMgEXx,Nothing Happens In June,0.534,0.617,0.0483,0.479,0.851
spotify:track:44p8phSyxvLrdojepbz9Vk,One Child,0.0955,0.371,0.0301,0.596,0
spotify:track:5HBsH5hH75UPT3sTrgWbqD,Whom Shall I Fear (God Of Angel Armies) - Chris Tomlin Version,0.44,0.957,0.104,0.0205,4.57e-06
spotify:track:5F395ynwh7KkJ1JwecrjVO,Main Title From "Star Wars",0.142,0.363,0.0384,0.503,0.81
spotify:track:2UZoSuDO0D6y9bW9Z3Hkng,Niña De Mi Corazón,0.845,0.584,0.0283,0.52,0
spotify:track:2N0gLHEuhIJWKkdibvWZsJ,I'm Alone In The Wilderness,0.839,0.646,0.0505,0.000406,0
spotify:track:7FsESZMkzIJYQAekB2BsIb,Resistire,0.931,0.738,0.0934,0.222,1.36e-06
spotify:track:0pmgIZkAnBdOZNVpuU6oZq,All About You,0.326,0.468,0.0828,0.491,7.56e-05
spotify:track:4CiS1MAheYESOEoknLAOt9,Shed a Light - MDZN Remix,0.464,0.954,0.0341,0.014,0.000525
spotify:track:7vgWggk85sh6n8iMmMDZVJ,Karuthavanlaam Galeejaam (From "Velaikkaran"),0.474,0.94,0.308,0.209,0
spotify:track:7x5ayrIxbFqXoufyPrAm3M,Shorty (Got Her Eyes on Me),0.648,0.544,0.0649,0.0979,0
spotify:track:2gQ3lDcFYa3yFOkaw8PtuO,Anytime,0.507,0.44,0.0314,0.0188,0.000817
spotify:track:1lkNUTuprqFB8Dcl4llYiv,Aggressive,0.287,0.987,0.223,0.000667,9.04e-05
spotify:track:47RVlDKSFTrJQcztrfCSPT,I Was a Ghost,0.505,0.861,0.0448,0.0339,0
spotify:track:5lj4dfZ7htURr1ObCUqTl9,Love Like Drugs,0.0564,0.454,0.0627,0.168,0.657
spotify:track:4lXsYXqcdExgjKmij0nuR1,There's Part of Me Nobody Sees But You,0.428,0.614,0.0765,0.111,0.0654
spotify:track:5O4OZ9xxU3AiE7etY21O0o,You're the Only One,0.6,0.587,0.0361,0.189,0
spotify:track:6PHWNLpjXHfGCRms92w14y,We'll Find Out,0.435,0.359,0.0517,0.642,0.24
spotify:track:1s5yqH4WcIsvUKjWeqUHsl,Mado Kara Mieru,0.0431,0.304,0.0772,0.626,0.205
spotify:track:63sNeFD1WCfMTHiyXLKY0K,Call Me Maybe (in the Style of Carly Rae Jepsen)[Instrumental Version],0.472,0.489,0.0525,0.00044,0.911
spotify:track:3zGjPxmQpPQUYbrQyincUX,Caroline (B-Side),0.672,0.941,0.0901,0.000428,0
spotify:track:7LzXkfxJxAtrIab9d8bXHS,Desperation Breeds…,0.315,0.491,0.0456,0.625,0.377
spotify:track:4iW8IUdn5Mv8g8peYLTRot,Can't Decide,0.303,0.623,0.0657,0.786,0.161
spotify:track:3oKLdMgI7TxEsbRMEsaKuN,Hear My Call,0.425,0.837,0.0366,9.77e-05,0.846
spotify:track:63xyOa6S2aJwzGcQBjwz8b,Cindy Savalas,0.584,0.576,0.0678,0.13,0.814
spotify:track:7FHfWrEjUJunhPKHb6T3ID,Hands Up,0.787,0.938,0.0335,0.123,0.0401
spotify:track:2hQK6AhcMMQPsJDRWhcwxI,Fade Away,0.368,0.973,0.113,0.00092,0
spotify:track:2rtKyfctwhnHLPuw0lyGCg,Bye Bye Land,0.469,0.795,0.0384,0.643,0.000649
spotify:track:5frV5Y1vuDj2plIBO8HiEj,Bad Day Bad Loop,0.67,0.472,0.0744,0.503,0.211
spotify:track:0jG92AlXau21qgCQRxGLic,One Minute Man (feat. Ludacris),0.57,0.669,0.329,0.0266,2.97e-06
spotify:track:6mW9utKZeGbrmih6NXuhJX,Hold Me,0.362,0.639,0.0371,0.228,2.78e-05
spotify:track:5qaxeIJLARExwa34d9TuYp,Sneakernight - Single Version,0.837,0.901,0.0625,0.323,0
spotify:track:5knj5DnKoHo30GHlHbvkyt,Lástima Que Seas Ajena,0.585,0.336,0.0371,0.592,0
spotify:track:2QvQ3C2EM71Tdotm5sKuBE,Home,0.295,0.665,0.0319,0.372,6.87e-06
spotify:track:20yI7vV8LHInkx8YPivLT7,You Call That A Knife? This Is A Knife!,0.132,0.971,0.154,1.31e-05,0.0352
spotify:track:33gSGSQqbwDFV5kwKUkKyZ,Spoon,0.9,0.741,0.028,0.0203,4.37e-05
spotify:track:4GTFmhloHROeX6C0FvjLVI,Brand New Day,0.598,0.896,0.0326,0.0135,0.000135
spotify:track:74QjBGkfTMKC7pTwkmMUdD,Big City Nights,0.843,0.713,0.0324,0.00167,0.00478
spotify:track:0yVs7eSL8mPnIu2CGKHpUQ,Communication Breakdown - 1990 Remaster,0.447,0.946,0.164,0.0572,6.77e-06
spotify:track:68AhslXGVDKUUyHnDkORGF,The Chain of Love,0.316,0.315,0.0308,0.235,1.19e-05
spotify:track:0ZyahJmVL6LinKWKpczdXB,Spirit Of The Living God (Radio Edit),0.186,0.78,0.0329,0.0022,0
spotify:track:5U1XqpEGLeDd48dDFNqQEC,MAMA,0.467,0.739,0.232,0.000226,2.14e-05
spotify:track:1UIUOVUjP05FNIABL61bCk,Blind Heart - Radio Edit,0.346,0.827,0.0659,0.0844,9.14e-05
spotify:track:7Jt8leJFKFOWX74sa3LzsL,Cold Water,0.408,0.333,0.0379,0.922,0
spotify:track:4QLfVqOrpBOJra53EhlEX0,Desde Que,0.973,0.698,0.0373,0.00818,0.0348
spotify:track:11SY8jJkg1CtUgHx37qUlm,Shockandawe,0.47,0.902,0.104,0.352,0
spotify:track:5xzdDMhFYiuUONB0Mha9VS,The Locomotion,0.736,0.782,0.0574,0.709,0.0215
spotify:track:4XSgaQfGgJ9FDCcvmOe404,Party Up (Up in Here) - Re-Recorded,0.234,0.834,0.0969,0.077,0
spotify:track:0BPWY79wNehGVARtwJawYV,It Is What It Is,0.272,0.648,0.0387,0.231,0.0859
spotify:track:6RJdYpFQwLyNfDc5FbjkgV,Stricken,0.262,0.969,0.181,9.14e-05,0.0325
spotify:track:0Arjsd0VvHXvGeiKodF5MT,Levitate - Digital Dog Club Mix,0.751,0.739,0.0823,0.00023,0.000115
spotify:track:6ZLt6fyonW1xOGMBC9vJPJ,How To Never Stop Being Sad,0.132,0.245,0.0429,0.952,0.761
spotify:track:44iCDBcbRiuHY47klyQeG0,Swimmin' In Sunshine,0.701,0.876,0.0467,0.0232,0
spotify:track:2WfXE5szUQdWU5i7mlo1V6,I'm Ready,0.205,0.272,0.036,0.773,0.0999
spotify:track:4SyZQvdTugBcuSOJjCjUaQ,daydreams,0.186,0.177,0.14,0.738,4.33e-05
spotify:track:5jdEBt26wjmM7EP8V7jwjP,Kiara,0.414,0.788,0.363,0.195,0.202
spotify:track:4w2Yq2cklbssmUtUy5Vh6H,Better Man,0.283,0.527,0.0339,0.195,0
spotify:track:7v6US73fHIwTeLit0of3eO,Seventeen,0.603,0.947,0.0607,0.00498,1.42e-06
spotify:track:3oNK4qlfyYhmqcJAjFbAr9,Why I Am,0.74,0.949,0.0584,0.018,0
spotify:track:5C4GxfSRQnJDVkiqvJ58dB,M.O.N.E.Y.,0.619,0.658,0.0728,0.0915,8.17e-05
spotify:track:3Rtv6zRNKpeSygXoaF9kCm,Beyond the Realms of Death,0.544,0.716,0.0311,0.0381,3.24e-05
spotify:track:41x3B0THL2MkpPWccKdQfc,Man Of The Hour - Mexico City 12/10/05,0.0902,0.407,0.0309,0.768,0.00649
spotify:track:5B15gPscS978NvwCFM6c5P,Your Move,0.359,0.428,0.118,0.0638,9.91e-05
spotify:track:5iOnrQaWBM9TDFsPckCgOI,It Did,0.226,0.596,0.0342,0.0479,0
spotify:track:7bdOkivQ1Rhip4t2Fh1fpl,Stuck in the Middle,0.29,0.562,0.279,0.0188,0
spotify:track:5gLJFqhjXwsxJdrugDIQDq,Miss My Woe (feat. Rico Love & Chris Bosh),0.193,0.682,0.331,0.0918,0
spotify:track:65QrQRldhLmJopiSuYEiDF,I'll Think Of Something,0.316,0.409,0.0257,0.0913,0.000186
spotify:track:5scksnkQq8fnXRT7xO7RpP,Come With Me,0.439,0.912,0.0418,0.000536,0.438
spotify:track:0xv61fKrs5UBimNvddIsLy,The Light She Brings,0.177,0.0133,0.0381,0.994,0.912
spotify:track:0U7Q336Pth6J3mPy736fQq,Feel That Fire,0.669,0.833,0.0352,0.371,1.28e-05
spotify:track:2wGfBHkrnKH4HL6DoiEQ56,When You're Smiling (The Whole World Smiles With You) - With Intro,0.349,0.219,0.0428,0.84,0.00132
spotify:track:2L0KL66EuxLHiJZX7Uj6I3,Christmastime Is Here,0.0511,0.198,0.0303,0.95,0
spotify:track:74Tp8504IxxE3ER9h5e3XS,Going Steady (Feat. Plies),0.537,0.665,0.132,0.0239,0
spotify:track:0gEeV3AKllRnkBO4Kx3sFE,Dance This Mess Around,0.64,0.676,0.0789,0.0398,0.000735
spotify:track:0OQW83WE4hkmZUIeE0MNJY,She Came II Give It II U,0.744,0.561,0.0821,0.0399,0
spotify:track:4lkj7vpWR8aSvqCBMXuwUs,Run For Cover,0.0625,0.771,0.0511,0.00497,0.0562
spotify:track:0IHxYKT7NF0iEEDzjrKGVq,Center Of The Universe - Original Radio Edit,0.317,0.839,0.0335,0.0042,0.0592
spotify:track:7jMbdv6FecgpzXHJUuKtaR,Get The Point,0.399,0.332,0.0278,0.564,0.00507
spotify:track:6TzfRFDXjpI5IeKfWC9NTU,Here's To Life,0.0923,0.0737,0.033,0.939,0.00038
spotify:track:5Z6rrJY0VYs0ABNh9Vwe9Y,Child Pak,0.46,0.78,0.0801,0.0695,0
spotify:track:2CBxIoWjarnRmXSFtiN90Z,Wildberry Pie,0.123,0.201,0.0389,0.622,5.44e-05
spotify:track:5AezhHjX3R1bmxcAEgrFpS,End of the Day,0.349,0.594,0.0365,0.0256,0
spotify:track:1spi3DpfEyKtA0hHj5zDnH,Pig in a Pen,0.712,0.493,0.0633,0.33,0.536
spotify:track:2CDkx9b7uXQaMKfdFwuO5U,Take A Drink,0.829,0.887,0.0444,0.000453,0
spotify:track:2NAZcL9tLUkdMMb5v3xFVG,Blasé (feat. Future & Rae Sremmurd) - Louis the Child Remix,0.693,0.523,0.267,0.505,4.29e-06
spotify:track:3vPrFUtWpKT9oNW94NDDEW,Don't Know What You Got (Till It's Gone),0.247,0.527,0.0289,0.229,0.000792
spotify:track:2SUnkghD2vHuOJyd3uRAEx,Tempestad,0.313,0.673,0.029,0.703,0.948
spotify:track:2FRix9GRr7ILmYJvC6hOw7,Sea Legs,0.848,0.787,0.0436,0.0094,0.00275
spotify:track:6AYrHFx4DQxdUQeSmAzNYr,Artifice,0.723,0.916,0.0332,0.00505,0.00136
spotify:track:54Ev13Dca9qrYZDNLFUYpb,Nothing In This World,0.399,0.63,0.0444,0.195,0
spotify:track:0b7bocJlOczUk0RUJt6jkj,We Found Love - Running Mix 134 BPM,0.756,0.927,0.0912,0.16,0.000349
spotify:track:5TNX6rJ91T8PdEt94X50Y9,One Hundred Sleepless Nights,0.514,0.932,0.11,0.000141,0.000667
spotify:track:2LzbUj5sUxZZAcNLHSwWFY,Han Solo,0.553,0.645,0.0256,0.0575,0.726
spotify:track:24DefNCFiWTP8OjYWiXuYe,Speak Now,0.735,0.599,0.0304,0.095,0
spotify:track:1aCf2VZNBccqLAJgzusAdx,Riot,0.074,0.96,0.381,0.0133,5.01e-06
spotify:track:7cOLm2VMd1hKadKzw41dmB,The Fallout,0.244,0.953,0.0989,0.000769,0
spotify:track:7gKVkjwB2ny5D5YAR2TizA,Walking Into Sunshine - Original Larry Levan 12" Mix,0.808,0.399,0.117,0.0214,0.0411
spotify:track:1us6oZFgV57a0aPSZt69ZL,Louisiana Woman% Mississippi Man (with Martina McBride),0.871,0.72,0.0456,0.155,2.9e-05
spotify:track:2gARuGv4EYfDbmGzbkmB4N,Qué Manera de Quererte,0.895,0.713,0.0388,0.656,6.21e-06
spotify:track:3S2FbH4sFIpjuOwBLurWfn,All Night Long,0.418,0.631,0.0339,0.295,0
spotify:track:78xf6RWblTnciHi5rmRBx6,The Chemicals Between Us - Remastered,0.369,0.958,0.17,0.0034,0.0356
spotify:track:3krS9PPjpWMNdaCniFxIZN,Aigiri Nandini,0.513,0.826,0.0594,0.0161,1.52e-06
spotify:track:7IvfLqrTuVpRfgpwNKGp3L,So Come,0.248,0.228,0.0395,0.703,0
spotify:track:36hBAHJAGgzIqvC8NJC4JM,Come On Now (Set It Off) - Radio Edit,0.79,0.883,0.0425,0.11,1.42e-05
spotify:track:159VOXpdp7fUuieBSSwjEr,Can't You Hear Them Howl,0.502,0.873,0.034,0.0336,0.801
spotify:track:7qb8U4v5EaGGGZdNRBmmHy,Gwyn% Lord of Cinder,0.0404,0.491,0.0325,0.0057,0.884
spotify:track:3ICmYVNkT0ObSamXTOCmAT,So High,0.352,0.875,0.322,0.00777,0
spotify:track:6vheXD5oByaEuoxfNTXGP6,Dolphins,0.576,0.365,0.0963,0.118,0.0076
spotify:track:5lhlkHhBsRybKrNhenPaNz,Si Te Busco,0.421,0.623,0.0791,0.477,0.000384
spotify:track:1HqWwSJop08bzdurjZvhXL,I Saw Your Mommy,0.723,0.918,0.056,0.000948,0
spotify:track:3E3RCA2Fc96joc5sEOjOps,Sérénade No. 10 "Gran Partita" K.361% en Si Bémol Majeur: Sérénade No. 10 "Gran Partita" K.361% en Si Bémol Majeur: III. Adagio,0.0362,0.0269,0.0425,0.991,0.952
spotify:track:069HWIAENtlWU5p0dm3pKU,Dime,0.73,0.643,0.0637,0.645,0
spotify:track:7tkyEsBZNwC95NG6aK0nSo,Thugz Mansion - 2Pac Original/Acoustic,0.705,0.413,0.263,0.676,0
spotify:track:1SKrrGS0g4vdImRrkhbglj,L.A. - Remastered,0.816,0.796,0.0271,0.0269,0.811
spotify:track:1lIcdDpGlc2mO2LYA0f5KM,The Fellowship Reunited (feat. Sir James Galway% Viggo Mortensen and Renée Fleming),0.0365,0.0625,0.04,0.941,0.926
spotify:track:7spHf4BDxD48nnTUDMKbRM,Put You In A Song,0.822,0.78,0.0333,0.0174,0
spotify:track:2xH94bp1TPSMPPPnnSwIGL,Floats My Boat,0.682,0.718,0.176,0.0278,0
spotify:track:0pdfN7nOHMYmKykzu1cyfm,Any Man Of Mine,0.784,0.725,0.0412,0.207,0
spotify:track:6hEXXLOx4jubAEmqwLNm3P,I'm Ready (feat. Diggy),0.539,0.353,0.0935,0.265,0
spotify:track:3nwz02qdNWkgUiekW7cBOT,Silent Ganges,0.33,0.502,0.0317,0.479,0.172
spotify:track:40Lk7c3tXzlLHREQIW5sk2,Peanuts,0.702,0.601,0.126,0.0626,7.03e-06
spotify:track:0OVhQZkNe7lh0fQeH96EFW,Don't Get Too High,0.469,0.495,0.0695,0.0148,1.47e-06
spotify:track:4JHpFKUFC7uVzaXBBhjQeD,Trap Or Die,0.297,0.664,0.214,0.0155,0
spotify:track:4jt7hKLB7EQHt1RwfsiBbR,Her Way (feat. Hard Target),0.183,0.766,0.0534,0.0142,0
spotify:track:1bwXRScnt3k6vSyVqcKyNj,Heaven Or Las Vegas,0.401,0.801,0.0379,8.84e-05,0.00725
spotify:track:68G8XVMeRRJ2tVn8UNrLUL,On That Level (feat. Webbie),0.626,0.851,0.231,0.132,0
spotify:track:7tWy3P91CRrof0uVjYvZ4p,It's Alright,0.791,0.79,0.297,0.0505,0
spotify:track:4A95hX86HplazxD9T6RA6x,Cigarettes and Wine - Live,0.299,0.351,0.028,0.431,1.41e-05
spotify:track:3AUZ0xoGYKBpN6LsgZ1QnM,Egg Raid On Mojo,0.283,0.888,0.123,0.000885,3.92e-05
spotify:track:2CzWeyC9zlDpIOZPUUKrBW,1234,0.576,0.484,0.049,0.217,3.93e-06
spotify:track:5gG1s4FhG3K74vwEW7GTJS,Rosas,0.847,0.686,0.0489,0.236,1.06e-06
spotify:track:78F4I895hBKgRGeaFj7WRC,Prepare Ye the Way of the Lord,0.347,0.555,0.0731,0.472,0.000213
spotify:track:6jKfFL1wpTLZpovpOWCSvQ,Crash,0.483,0.782,0.0613,0.05,0
spotify:track:4HXABSIIr5QXkBMOKg4KtJ,Wings of Love,0.839,0.882,0.0485,0.0859,0.000305
spotify:track:2Br2A8tG48VNI7nd1tdPau,Let's Hurt Tonight - Collateral Beauty Mix,0.226,0.577,0.0379,0.329,0
spotify:track:7kYlYIhZ1gHB9AU5QOH8vo,El Golpe Traidor,0.93,0.339,0.0475,0.611,1.07e-05
spotify:track:5ZSD1YPoTzDo9NzpuZrUjQ,I'll Fight,0.678,0.725,0.0346,0.276,2.88e-06
spotify:track:4S5sGW0WfgBxv6vwfzc8DK,Christmas Lullaby,0.165,0.236,0.034,0.116,0
spotify:track:7hDAp7fzPdxFpAK4wYrCv1,Behind Closed Doors,0.558,0.979,0.0958,0.0006,0.000151
spotify:track:4dCj8lsb7xO4Wlz4P8RcMb,Sólo Importas Tú,0.277,0.634,0.0381,0.473,1.52e-05
spotify:track:7wB4wm1sjqk5xiLd3xn5FD,White Fire,0.0782,0.0693,0.0426,0.88,0.000297
spotify:track:41s8bVDv8tt5RiJ6V12grq,What You Want,0.611,0.228,0.0404,0.758,0.0112
spotify:track:6zSM5blO2axFxrqmv0QtOy,Marry The Night,0.376,0.878,0.0589,0.00108,0.00424
spotify:track:4z2iyqBdMiqFsv5INBWYoR,Si Te Vuelvo A Ver,0.809,0.828,0.0377,0.451,0
spotify:track:4kc7i8om3PU8Wi5Mopi3TN,I Believe In Symmetry,0.4,0.889,0.0944,0.00956,9.69e-06
spotify:track:699vChUaGvvlGuwpItAIVY,When She Loved Me,0.251,0.164,0.0388,0.983,1.42e-06
spotify:track:7IvfLqrTuVpRfgpwNKGp3L,So Come,0.248,0.228,0.0395,0.703
spotify:track:36hBAHJAGgzIqvC8NJC4JM,Come On Now (Set It Off) - Radio Edit,0.79,0.883,0.0425,0.11
spotify:track:159VOXpdp7fUuieBSSwjEr,Can't You Hear Them Howl,0.502,0.873,0.034,0.0336
spotify:track:7qb8U4v5EaGGGZdNRBmmHy,Gwyn% Lord of Cinder,0.0404,0.491,0.0325,0.0057
spotify:track:3ICmYVNkT0ObSamXTOCmAT,So High,0.352,0.875,0.322,0.00777
spotify:track:6vheXD5oByaEuoxfNTXGP6,Dolphins,0.576,0.365,0.0963,0.118
spotify:track:5lhlkHhBsRybKrNhenPaNz,Si Te Busco,0.421,0.623,0.0791,0.477
spotify:track:1HqWwSJop08bzdurjZvhXL,I Saw Your Mommy,0.723,0.918,0.056,0.000948
spotify:track:3E3RCA2Fc96joc5sEOjOps,Sérénade No. 10 "Gran Partita" K.361% en Si Bémol Majeur: Sérénade No. 10 "Gran Partita" K.361% en Si Bémol Majeur: III. Adagio,0.0362,0.0269,0.0425,0.991
spotify:track:069HWIAENtlWU5p0dm3pKU,Dime,0.73,0.643,0.0637,0.645
spotify:track:7tkyEsBZNwC95NG6aK0nSo,Thugz Mansion - 2Pac Original/Acoustic,0.705,0.413,0.263,0.676
spotify:track:1SKrrGS0g4vdImRrkhbglj,L.A. - Remastered,0.816,0.796,0.0271,0.0269
spotify:track:1lIcdDpGlc2mO2LYA0f5KM,The Fellowship Reunited (feat. Sir James Galway% Viggo Mortensen and Renée Fleming),0.0365,0.0625,0.04,0.941
spotify:track:7spHf4BDxD48nnTUDMKbRM,Put You In A Song,0.822,0.78,0.0333,0.0174
spotify:track:2xH94bp1TPSMPPPnnSwIGL,Floats My Boat,0.682,0.718,0.176,0.0278
spotify:track:0pdfN7nOHMYmKykzu1cyfm,Any Man Of Mine,0.784,0.725,0.0412,0.207
spotify:track:6hEXXLOx4jubAEmqwLNm3P,I'm Ready (feat. Diggy),0.539,0.353,0.0935,0.265
spotify:track:3nwz02qdNWkgUiekW7cBOT,Silent Ganges,0.33,0.502,0.0317,0.479
spotify:track:40Lk7c3tXzlLHREQIW5sk2,Peanuts,0.702,0.601,0.126,0.0626
spotify:track:0OVhQZkNe7lh0fQeH96EFW,Don't Get Too High,0.469,0.495,0.0695,0.0148
spotify:track:4JHpFKUFC7uVzaXBBhjQeD,Trap Or Die,0.297,0.664,0.214,0.0155
spotify:track:4jt7hKLB7EQHt1RwfsiBbR,Her Way (feat. Hard Target),0.183,0.766,0.0534,0.0142
spotify:track:1bwXRScnt3k6vSyVqcKyNj,Heaven Or Las Vegas,0.401,0.801,0.0379,8.84e-05
spotify:track:68G8XVMeRRJ2tVn8UNrLUL,On That Level (feat. Webbie),0.626,0.851,0.231,0.132
spotify:track:7tWy3P91CRrof0uVjYvZ4p,It's Alright,0.791,0.79,0.297,0.0505
spotify:track:4A95hX86HplazxD9T6RA6x,Cigarettes and Wine - Live,0.299,0.351,0.028,0.431
spotify:track:3AUZ0xoGYKBpN6LsgZ1QnM,Egg Raid On Mojo,0.283,0.888,0.123,0.000885
spotify:track:2CzWeyC9zlDpIOZPUUKrBW,1234,0.576,0.484,0.049,0.217
spotify:track:5gG1s4FhG3K74vwEW7GTJS,Rosas,0.847,0.686,0.0489,0.236
spotify:track:78F4I895hBKgRGeaFj7WRC,Prepare Ye the Way of the Lord,0.347,0.555,0.0731,0.472
spotify:track:6jKfFL1wpTLZpovpOWCSvQ,Crash,0.483,0.782,0.0613,0.05
spotify:track:4HXABSIIr5QXkBMOKg4KtJ,Wings of Love,0.839,0.882,0.0485,0.0859
spotify:track:2Br2A8tG48VNI7nd1tdPau,Let's Hurt Tonight - Collateral Beauty Mix,0.226,0.577,0.0379,0.329
spotify:track:7kYlYIhZ1gHB9AU5QOH8vo,El Golpe Traidor,0.93,0.339,0.0475,0.611
spotify:track:5ZSD1YPoTzDo9NzpuZrUjQ,I'll Fight,0.678,0.725,0.0346,0.276
spotify:track:4S5sGW0WfgBxv6vwfzc8DK,Christmas Lullaby,0.165,0.236,0.034,0.116
spotify:track:7hDAp7fzPdxFpAK4wYrCv1,Behind Closed Doors,0.558,0.979,0.0958,0.0006
spotify:track:4dCj8lsb7xO4Wlz4P8RcMb,Sólo Importas Tú,0.277,0.634,0.0381,0.473
spotify:track:7wB4wm1sjqk5xiLd3xn5FD,White Fire,0.0782,0.0693,0.0426,0.88
spotify:track:41s8bVDv8tt5RiJ6V12grq,What You Want,0.611,0.228,0.0404,0.758
spotify:track:6zSM5blO2axFxrqmv0QtOy,Marry The Night,0.376,0.878,0.0589,0.00108
spotify:track:4z2iyqBdMiqFsv5INBWYoR,Si Te Vuelvo A Ver,0.809,0.828,0.0377,0.451
spotify:track:4kc7i8om3PU8Wi5Mopi3TN,I Believe In Symmetry,0.4,0.889,0.0944,0.00956
spotify:track:699vChUaGvvlGuwpItAIVY,When She Loved Me,0.251,0.164,0.0388,0.983
spotify:track:4ErBtW0hpPjHRuvwcdRwRE,Te Levar Daqui (Ao Vivo),0.425,0.975,0.0751,1.63e-05
spotify:track:3K2KSafiK1to517id5CoPr,The Ocean - 1990 Remaster,0.755,0.555,0.0474,0.0533
spotify:track:3uDG2oirP5VieBeTqXZGfR,Once Upon A Time,0.343,0.898,0.0683,0.0512
spotify:track:6WX68Y7z07oQlz3VolcGXP,DA DA DA (Feat. Hoody),0.578,0.608,0.266,0.35
spotify:track:2BudgOjWaMV44wFsM065e7,Adiós Amor,0.868,0.518,0.0546,0.377
