uri,name,valence,energy,speechiness,acousticness,instrumentalness,
spotify:track:3M15E6G7zf3rPYFJrPZ4ed,Mi Porvenir,0.842,0.636,0.0975,0.583,,
spotify:track:63EzbC00mdZurdZzRcO4w3,Noviembre Sin Ti,0.727,0.791,0.0316,0.0175,,
spotify:track:2H7StzEo5pAclWmeeahSL6,Homeward Bound,0.0599,0.272,0.0349,0.744,,
spotify:track:6c579TvmkyzIyamRCKKEV0,WTF Love Is,0.164,0.607,0.0532,0.165,,
spotify:track:1Yvt367mJFppdyjIGiJRjX,Noise Above Our Heads,0.378,0.313,0.0405,0.834,,
spotify:track:1nUS3c4Oa9zh19nkjLvm0S,Tank Girls feat. Zitaa - Original Mix,0.365,0.917,0.082,0.0207,,
spotify:track:2xDx7fbpTAop5UhVWOuxlg,We Share the Same Skies,0.669,0.939,0.0451,0.000473,,
spotify:track:1XpzRBmP1PEHObUKQGsV89,Dogma 1,0.037,0.88,0.0419,0.0565,,
spotify:track:7EOYLyD4pP4YJVgoVeKUQ1,Feel So Close - Radio Edit,0.919,0.924,0.031,0.000988,,
spotify:track:4Lora6205JbkK6BJlttlRH,The Lost Boy (feat. Skizzy Mars),0.23,0.567,0.0412,0.378,,
spotify:track:7affvLKViJBanMz6XZhc8x,Junk Of The Heart (Happy),0.887,0.876,0.0371,0.0189,,
spotify:track:5ZwIyazNavVMLAJf8uMu5S,No% No% No Pt. 2 (feat. Wyclef Jean) - #1's Edit,0.716,0.523,0.154,0.218,,
spotify:track:3h0NvxPV2wiENW2ieih9DL,When I Look to the Sky,0.498,0.663,0.0259,0.086,,
spotify:track:3txxZZDm0qKdre6gWRwMSr,Exhale - Shoop Shoop,0.114,0.371,0.0323,0.435,,
spotify:track:0Cm3Xy7wF0HogyeVRJ1DZs,Cherry on Top (feat. Marc E. Bassy & TYSM),0.457,0.416,0.0842,0.295,,
spotify:track:4xVQSkzxqDn4jyccDmUCIl,A Good Life Is the Best Revenge,0.473,0.836,0.0731,0.1,,
spotify:track:5sNIPAGu6AQNXzJmCexdDy,Il Padrino (The Godfather),0.335,0.396,0.0331,0.117,,
spotify:track:0X4027wZIAypiyi8iD8nl1,Fightin' Words,0.49,0.789,0.0379,0.0415,,
spotify:track:5yXILCffBoNoDK55bZ4tV3,Turn Down For What,0.329,0.977,0.344,0.00536,,
spotify:track:2fNkxgImVNczSgpF7OVdIS,You Ain't Gang,0.297,0.663,0.195,0.13,,
spotify:track:3umiFI0rGUe2US7VaF89Z2,Winter Wonderland,0.686,0.412,0.0324,0.882,,
spotify:track:0yWm1iskE5jHcbXhW9Sz8k,American Kids,0.797,0.831,0.0477,0.0046,,
spotify:track:0KgbwF3wEBvPWPwwTLo9iR,How Deep Is Your Love,0.496,0.313,0.0537,0.0526,,
spotify:track:2ePk5lFdCTjFLkoDyMhmWV,My Nigga - Remix,0.671,0.533,0.279,0.0897,,
spotify:track:3w9Y3uP0cezltTt6HfSY7F,Te Quiero% Si,0.74,0.604,0.0324,0.584,,
spotify:track:0CVIomCxy5yX383O2k5byy,Inside Interlewd,0.161,0.416,0.187,0.825,,
spotify:track:6R9gchZx3ypUZubdBgaHPm,Back To Love,0.625,0.68,0.0596,0.0728,,
spotify:track:2j93Cfy31KyjNwy2zRyn1I,Leonie,0.321,0.457,0.0332,0.398,,
spotify:track:5ptYOK56DFsTJ7Nazk4BRv,Dilate,0.0684,0.417,0.136,0.0399,,
spotify:track:1VpZ5tYchH5nsUnRfrCzih,Ojala Que Llueva Cafe,0.844,0.593,0.0428,0.714,,
spotify:track:0rO0JuXKp2N46YIQb3mcvv,Beach Bums,0.482,0.735,0.0315,0.0527,,
spotify:track:3tAplt4FkuuOBYvMlfq8wA,Ta' Encendio,0.56,0.865,0.109,0.0236,,
spotify:track:5eqJqqgd70V9Wcz7KVoKUs,Action,0.886,0.326,0.137,0.00192,,
spotify:track:2BuhGnXpqMQ8BvOUZpmaVl,Broken Vessels (Amazing Grace) - Live,0.0869,0.505,0.0278,0.293,,
spotify:track:3EFZ9F9oP3zhXMUUgfskVU,Arsenal Efectivo,0.968,0.518,0.0667,0.383,,
spotify:track:1jDP5gOHZnJ5TyFhu2QfEK,Braid,0.465,0.862,0.0347,0.0271,,
spotify:track:0UYtcbHyTJYuWLTHBx9GGe,Con Vos,0.81,0.641,0.21,0.019,,
spotify:track:78XTGDFDdOMMWy778APlBK,Making Things up Again,0.589,0.382,0.873,0.527,,
spotify:track:2NFybprIzyEVzwn3PQyiLA,Mary Jane & Jagermeister (feat. Jack Ruby Jr),0.176,0.151,0.928,0.587,,
spotify:track:4laFshzjUXnfgtK8qTMaOO,Last Words (feat. Nashawn & Millennium Thug),0.399,0.5,0.452,0.12,,
spotify:track:6wVREV5ESvzK7ChJDAioa3,Come to Me,0.0392,0.321,0.0314,0.736,,
spotify:track:4Af0weq2e1oW4Zqpq0sgw5,Hard Out Here,0.805,0.727,0.0279,0.0967,,
spotify:track:45MpoG2B3CEHoZa8OhrAw2,Body Ache,0.581,0.587,0.059,0.128,,
spotify:track:2pl6qknnETpBFNR9xUa4AE,Bram Stoker's Dracula: Vampire Hunters,0.285,0.157,0.0285,0.973,,
spotify:track:5iMg31WQw8WdCHrvYWhloq,Today 4 U,0.684,0.94,0.0507,0.043,,
spotify:track:2nvBGHCSFWeymPK7jgay5w,Freak (feat. Steve Bays) - Rickyxsan Remix,0.634,0.928,0.356,0.00907,,
spotify:track:2NNhAAvLwPCDmQy3hR19L0,Bailando,0.88,0.894,0.0505,0.0727,,
spotify:track:6yhnGGGITDiHcEutZHrXVv,Lost Stars,0.308,0.322,0.0288,0.65,,
spotify:track:2WbuPzYFOUynp3gKur5QQ1,And I Remember Every Kiss,0.302,0.345,0.04,0.431,,
spotify:track:7u72lYdPXqhlFwj4MBqw3V,Libraries,0.383,0.651,0.0414,0.288,,
spotify:track:0tGTcYXeeTk4BVEwngX5EW,Dáme Fuego,0.315,0.495,0.373,0.0107,,
spotify:track:1ZygRaHiPTLldHVpBwQziV,Dejate Llevar,0.673,0.82,0.0516,0.0266,,
spotify:track:7LPPCLJk8VPlHhogjk3948,Tube Snake Boogie,0.967,0.648,0.0383,0.00422,,
spotify:track:4bgP7beALdi9SQOcpEE9HX,The Wayward Wind,0.387,0.109,0.0311,0.86,,
spotify:track:2JOlJadVaXze9HBp5m2DqG,False Walls,0.292,0.924,0.0366,2.84E-05,,
spotify:track:2I3yLahXF64kGibDadEUtz,Pretty Little Lie,0.372,0.802,0.0298,0.00624,,
spotify:track:0shyNPN3qd4FSXqqiwbP04,Fiesta Cumbiambera,0.962,0.67,0.0538,0.129,,
spotify:track:0G3VSUWQiCepG8qLYpeiZm,King,0.407,0.973,0.182,4.96E-05,,
spotify:track:3khEbIlMUTKEiJSpYnnVSb,Hoy Tienes Que Escapar,0.361,0.64,0.0468,0.486,,
spotify:track:3w1T8UpNXxpiJAmx1D8rdN,Taxi,0.27,0.468,0.0469,0.093,,
spotify:track:49ZCrnH09OPQfy0JAFYJwS,Windshield Smasher,0.633,0.587,0.0319,0.274,,
spotify:track:64k27OgxXmVH9KLuKwitKg,Detrás De Mi Ventana,0.728,0.878,0.0503,0.0568,,
spotify:track:00XsewFGGCOglLz6WZqMDL,Freakin'It,0.633,0.654,0.0896,0.0196,,
spotify:track:0IaiJbZebXLqfetAkMEZzU,Body,0.378,0.507,0.0921,0.0587,,
spotify:track:09Eu4ztUCwqgVqik1eQmCr,We Do It Best,0.426,0.713,0.0712,0.0405,,
spotify:track:3JkMq6MP9VLAazLxMlybbj,Drapeau blanc,0.598,0.739,0.0392,0.389,,
spotify:track:2mBIHFv81gM8vgB5ACICpR,Hard Habit To Break,0.767,0.856,0.0629,0.0211,,
spotify:track:2ChdFIWMLDS3OLISXmyK3A,Malaguena,0.196,0.462,0.044,0.934,,
spotify:track:6C3ZZU1mbuPmCDWNloTGhH,Collecting Hearts,0.521,0.912,0.0348,0.0559,,
spotify:track:5gycI9l27v2JzaMFj5E84z,Safe And Sound - DiscoTech Remix,0.659,0.809,0.0359,0.0192,,
spotify:track:2Kbxfq8wkjMCno1QJe4yyw,Gotta Have It,0.33,0.574,0.245,0.411,,
spotify:track:3KIUKvwteP1HFA5UcvvL11,Pop a Top,0.83,0.477,0.031,0.291,,
spotify:track:3eVCmXU7lyO5WGGkgdmI3w,Adventure Time,0.0685,0.981,0.106,0.00205,,
spotify:track:4UydrpNMcVnmxx4QX15Duf,Floored,0.299,0.334,0.211,0.158,,
spotify:track:6Rn4x7FQ8iAmlaBIxeiSFo,Fable,0.341,0.873,0.0806,0.000146,,
spotify:track:2Sj4kpKH8gfwAPFrP0PG6x,Por Un Beso,0.924,0.737,0.0565,0.482,,
spotify:track:1TDw9D0pe8NMFwobDCeH2G,Throw Some D's,0.433,0.86,0.429,0.0368,,
spotify:track:1QjlUew4He1Q07YT0Ap1YL,Dark,0.521,0.42,0.0386,0.163,,
spotify:track:6FxKh5EdB8S22V4i3BORsr,Rabid Animal,0.938,0.653,0.04,0.599,,
spotify:track:1M9LnSZjeyLKn0GwT1Xg27,Anotherloverholenyohead,0.863,0.526,0.0403,0.294,,
spotify:track:7EylApIgCvOGodzaRV35Hy,Can You Hear Me?,0.404,0.693,0.0388,0.171,,
spotify:track:2cFl7utlqyZjCXN1G5nRvA,Stuck With You,0.628,0.544,0.026,0.0873,,
spotify:track:6SVSBX8f1HC2zQhvoEPjvg,Zorbing,0.479,0.504,0.0306,0.637,,
spotify:track:0t5zXzcJjRZMpBPAqkbjdW,Wide Open,0.736,0.833,0.0282,0.0663,,
spotify:track:3c2kMiSB86tVq1J4oULmvL,Groovin',0.678,0.455,0.0301,0.595,,
spotify:track:5CRBR9OASr9fGyMysGN1T7,Catfish Billy,0.205,0.433,0.0466,0.00138,,
spotify:track:3cPYMYE70Ypold2WXfsxVE,Mais Tarde,0.623,0.609,0.0248,0.504,,
spotify:track:1sVUJyUbsPz9ktt9l9FKZg,If,0.319,0.401,0.0326,0.532,,
spotify:track:5N8iazXQCs4li6rXMmA9yO,Sam Rudich,0.156,0.945,0.099,0.00221,,
spotify:track:7ciNmmPMESZNVvERV1Cs5r,Deathville,0.181,0.44,0.029,0.24,,
spotify:track:7bOsLxLmt2sIvRGx8DKdA9,Ti**ies,0.367,0.877,0.217,0.018,,
spotify:track:5gWtkdgdyt5bZt9i6n3Kqd,Mad Hatter,0.577,0.692,0.0589,0.0161,,
spotify:track:7diL18syiLtHGd27PdrKag,Invest,0.244,0.668,0.0422,0.344,,
spotify:track:4HpPHplKsFHbNwCX3L3htd,There Goes My Baby - (Live),0.622,0.93,0.1,0.198,,
spotify:track:5NQdweL8O7nGdM7e4IS1lf,It's So Hard (featuring Donell Jones) (feat. Donnell Jones),0.633,0.593,0.333,0.0554,,
spotify:track:3QV7NYkrmV0Q0IHdFJw9hO,She Thinks My Tractor's Sexy,0.906,0.886,0.0382,0.0664,,
spotify:track:4vZR7rm5ZsP9R1quLAwWNw,Show Me Islands,0.505,0.739,0.029,0.0064,,
spotify:track:5PcZp4lTpQDI5ByrGicur0,Imma King Ft. Game,0.591,0.79,0.0314,0.0397,,
spotify:track:7fQzRNL3k0YUkhTTSuZgcg,Big Body,0.763,0.949,0.19,0.0724,,
spotify:track:0YwxZXiwZDJbWhfQJMIn8u,DM,0.194,0.524,0.208,0.174,,
spotify:track:5feGb2CbTKTPqhGYe1Mixl,Written In The Stars,0.382,0.589,0.0325,0.756,,
spotify:track:679RG1vQ3m1liChyglObX9,We Roll Deep,0.789,0.878,0.252,0.191,,
spotify:track:6MMuI4k4Vs5ghtDH5i2hBg,One Mic,0.429,0.608,0.361,0.0574,,
spotify:track:0yRksw0Vgnfgwf9y9KkNst,Happened On A Saturday Night - Suzie Q,0.738,0.9,0.0453,0.0278,,
spotify:track:2LA5bXro30zZGXca3JAhNt,... Even Though You're With Another Girl,0.0554,0.493,0.0357,0.459,,
spotify:track:6lai3DmICTpH3ygJvteIGm,Into The Wild,0.202,0.925,0.0506,0.0415,,
spotify:track:164VZKyEvsdV3kNRkrnDDS,Siguelo Bailando Solita,0.839,0.945,0.0636,0.007,,
spotify:track:5vsaArZIvrM8mCxIHUxsFd,Alchemy,0.118,0.572,0.0403,0.00238,,
spotify:track:2uEgwNmXUMxq6HYN1E2ecj,California,0.491,0.607,0.0735,0.744,,
spotify:track:0LWQWOFoz5GJLqcHk1fRO2,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),0.538,0.677,0.184,0.0339,,
spotify:track:6LGWlKZOp1Qi8rmjaOJdub,Guns And Horses,0.776,0.83,0.0378,0.0746,,
spotify:track:5MW2WzXNUaC3Cru8akf8mr,Chasing Our Future - Extended,0.493,0.722,0.0532,0.0181,,
spotify:track:4FGpzz2ciXUCya6sW5M7qf,Apologies,0.142,0.395,0.0286,0.508,,
spotify:track:2gxDlAppZevaPYsJO4qYZs,Until We Feel Alive,0.548,0.929,0.0365,0.000418,,
spotify:track:2I9jWY0hmfTlRgCsJiEImf,The Anchor,0.315,0.759,0.0573,0.314,,
spotify:track:2TSvIiv1pGfT8AN6yKAdoX,Sino a ti (with Thalia),0.308,0.737,0.0439,0.555,,
spotify:track:0fnpQT5REqtW5edoeSPJ3m,Dark End Of The Street,0.147,0.302,0.0427,0.463,,
spotify:track:4rErBOyj2FS9EVzZZGGZtW,So Long Soldier,0.334,0.979,0.212,0.000131,,
spotify:track:6rqkZW6BidUQ8h6yPMn71P,Bear with Me (feat. Eric Rachmany),0.702,0.919,0.0549,0.00861,,
spotify:track:0yU5K8BVb8N1UTHk2POblO,Wild Honey,0.385,0.784,0.0287,0.00274,,
spotify:track:2GHp47AE8HTBF9xpG7FIoz,One Day,0.699,0.544,0.232,0.224,,
spotify:track:08Z7Ve3H5p850qQfG9N3Of,Press Snooze,0.702,0.701,0.0484,0.189,,
spotify:track:5RBx3tM9hmVJAOnSUHIWkn,Rock & Roll,0.901,0.767,0.0686,0.0395,,
spotify:track:7FRY0oZ6Y3odfJDUFLz6Gh,Reeling,0.193,0.0521,0.0473,0.735,,
spotify:track:5jZAtF5byijpW7UCJsUYK8,Stay With Me,0.327,0.773,0.056,0.00112,,
spotify:track:58vcKGLqVYCgYeoFMd9NFC,Desire - Original Mix,0.66,0.378,0.0655,0.0565,,
spotify:track:6wDPn9E6hYBsMiCNkE4Wuo,Shadow of the Sun - Mako Remix,0.285,0.773,0.0505,0.00462,,
spotify:track:2fn8m8nvi1zlGWTxfNaMgo,She Wants Me Dead - CAZZETTE vs. AronChupa,0.68,0.837,0.234,0.0186,,
spotify:track:3kmODcHHjLnmJWy07vGGUJ,How are you,0.331,0.653,0.0304,0.336,,
spotify:track:48aeM2uXRzERwpVreuDfgx,All Systems Go,0.386,0.967,0.06,0.00589,,
spotify:track:7qHFbh0pSeCZTMvFb2RsZZ,Caramel,0.261,0.642,0.0316,0.0216,,
spotify:track:6s4vQAB4KDr54flyIuJWI7,Dom's Prayer,0.548,0.578,0.14,0.288,,
spotify:track:5rGrJObfgvaC3tjNEr6sZ2,Like It Or Not,0.792,0.829,0.0796,0.00296,,
spotify:track:3Fo9Oar46BeO7tepyqzDpD,Fortress,0.61,0.853,0.0435,0.156,,
spotify:track:7LyQHIsIC8Cvl3q2VMG9KC,Be True - Burial Remix,0.13,0.606,0.0559,0.334,,
spotify:track:3B03BDZZUrABDHFFZmh6mv,This Is Sally Hatchet,0.34,0.564,0.0274,0.00675,,
spotify:track:5WJbTupx9xYSXZP34hZGxN,Get Your Way,0.752,0.744,0.185,0.161,,
spotify:track:6DZMoQRd5DP3uFrfOoUyiO,The Runaway,0.342,0.922,0.0319,0.00325,,
spotify:track:4jgKVF6yT6dZJrHQtw5GZe,Soltero Disponible,0.969,0.666,0.0364,0.502,,
spotify:track:2LEF1A8DOZ9wRYikWgVlZ8,Good Feeling,0.684,0.89,0.0688,0.0588,,
spotify:track:2wSgjvKs4oLjFVmUA2gPVS,One Lovely Day,0.165,0.48,0.0324,0.555,,
spotify:track:1zcEDhNeOhque1DDGnnsde,Braid,0.108,0.293,0.0277,0.86,,
spotify:track:0L2izDRBJtuEBU3pU7enOQ,The Healer (feat. Naomi the Goddess),0.269,0.569,0.514,0.0308,,
spotify:track:36SjIT1EdKH8Y2ORpz1gla,Homeless,0.875,0.636,0.193,0.519,,
spotify:track:1Ft6KgjMR7TSVkryV7gq8n,Stranger,0.118,0.835,0.111,0.0119,,
spotify:track:537bauuRZw1QMo3Ya4vZrz,He's Able,0.499,0.805,0.0759,0.655,,
spotify:track:0lcxaYYEK5UnJMbaFgevtQ,Warm Water,0.33,0.308,0.406,0.953,,
spotify:track:2P7vvfenjedZobHmK7T8Th,Wanted (feat. John Emil),0.524,0.678,0.0744,0.275,,
spotify:track:1c2MXiju7DNPSfsKoVbHlg,Wipe Your Eyes,0.617,0.909,0.0349,0.0516,,
spotify:track:3ORfa5ilEthp2U0TRcv7kv,Patiently Waiting,0.519,0.675,0.335,0.245,,
spotify:track:0mHayzmzEB485RkUCETcCL,"TRON Legacy (End Titles) - From ""TRON: Legacy""/Score",0.0406,0.829,0.043,1.62E-05,,
spotify:track:52h1jHAwsYnnyMAca2x2AB,Pleeze (feat. Nipsey Hussle),0.53,0.65,0.356,0.0277,,
spotify:track:1mBjTo4qSWqwSShwMOPLcq,Lazy Calm,0.0398,0.12,0.0415,0.986,,
spotify:track:2ZtMNYog671T0UFfp0hhWq,Standing By,0.159,0.246,0.0297,0.48,,
spotify:track:0bq667tdpQNGLBWuOysBMv,Down (feat. Kanye West),0.578,0.754,0.109,0.00904,,
spotify:track:790BRYDT2KE0xENwfZHrfk,Unfold,0.0789,0.25,0.0518,0.829,,
spotify:track:1NYJpnnb1NXD01Vi5NwyZz,Obligatory Drugs,0.965,0.812,0.0365,0.286,,
spotify:track:2KdzxEjfFIA3baO9grB2eo,Mountain Man,0.668,0.923,0.0929,0.0265,,
spotify:track:5rTtFekRj7wQnPZaTXZwVP,Unbroken,0.494,0.816,0.0432,4.19E-05,,
spotify:track:75sAWnVBYaaYs1mWbB05Qg,Koop Island Blues,0.539,0.542,0.0304,0.727,,
spotify:track:0dbktN1IX1Mub3aEUXODZb,Long Cloaked Riders,0.0369,0.251,0.039,0.00324,,
spotify:track:0dYSLmEnjSQIaXFoSAVXRB,El Tiempo Contigo,0.883,0.786,0.0377,0.579,,
spotify:track:2SRv30X7NoYRZB62dX0UzH,Dj Waley Babu (feat. Aastha Gill),0.783,0.606,0.219,0.345,,
spotify:track:3Fw7m9jexSQTPczJX4AlJM,You Ain't Got It,0.369,0.608,0.198,0.073,,
spotify:track:1YLJVmuzeM2YSUkCCaTNUB,Dog Days Are Over,0.245,0.81,0.0847,0.0416,,
spotify:track:2SZeJ3moj7lH0MF2JqHG7u,Bad Habit (feat. Lisa Millett) - ATFC's Vocal,0.455,0.826,0.0671,0.00123,,
spotify:track:3igu6bCzkaIrioZIhK3p2n,Bad,0.515,0.923,0.131,0.17,,
spotify:track:2eD5bmknmcojiCxoKpvVTI,Calypso,0.495,0.43,0.0309,0.82,,
spotify:track:248OFOZef6ShXv6DGgbnxU,Saved,0.553,0.448,0.138,0.189,,
spotify:track:2onPMbsXumicHnkJRewhhI,Romaria,0.23,0.141,0.0355,0.794,,
spotify:track:2nKYdDGJfys98MiKRzGuOf,Starships (Joyride Cardio Dance Remix - 132 Bpm Mix),0.721,0.835,0.112,0.0673,,
spotify:track:6vxqZcUFa8v0PhUmYznxrx,Dogs,0.47,0.652,0.315,0.115,,
spotify:track:0A797gTShZtnE3UHiez499,Aladdin And Cassim Escape - Score Version,0.0446,0.0612,0.037,0.838,,
spotify:track:4vn5rFGGEGQQb3udmSZ9kd,Like You,0.559,0.707,0.038,0.0057,,
spotify:track:2vFbR2qa0aEbdgBh8B96Wt,Call You Home - Hedonism Mix,0.437,0.638,0.0305,0.0939,,
spotify:track:4LK1zq7x8Xxd7Nc32anUoH,Love Don't Cost a Thing,0.655,0.835,0.0797,0.00265,,
spotify:track:3w2tetV4y0CxSTV6SpRqkd,The Night Out - Madeon Remix,0.35,0.896,0.0654,0.00161,,
spotify:track:5xmQGsHJjav8c7z3oLlU9w,WHAT'S REALLY GOOD?,0.688,0.822,0.436,0.112,,
spotify:track:4YYrWBHabLZEDMcmr6Vn00,All Around The World - Acoustic Version,0.717,0.345,0.0429,0.616,,
spotify:track:6jYkaYnPCAVnMVtINhqLOS,Cold Water,0.816,0.494,0.0306,0.326,,
spotify:track:7DqW9CgVVbF6e1VRXk0yxo,Tera Naam,0.753,0.593,0.0347,0.146,,
spotify:track:5pi4fQgSo7EoFSUqciEUbT,Ki Ailecha,0.777,0.676,0.0322,0.655,,
spotify:track:3h1t0qCNmhzdlgXoEzPbCT,Ode 2 Bae,0.807,0.776,0.172,0.0108,,
spotify:track:4EjMzKuZTDonUgdgK6rxph,The Diamond Church Street Choir,0.535,0.681,0.0358,0.0661,,
spotify:track:4L1mg1v5XJVyBBxqDTHD0r,Knights,0.779,0.609,0.0342,1.17E-05,,
spotify:track:303MbAwmD0hXFDanMqZHdC,Outkast,0.615,0.844,0.274,0.113,,
spotify:track:7gfLeWBnF7babbz1AB9Uqt,Same Parts% Same Heart,0.693,0.259,0.0416,0.819,,
spotify:track:5E7hUkRY5Tw9A196XgoOzX,Beautiful Ending,0.102,0.778,0.0421,0.000742,,
spotify:track:0xE8af0ZliZWkVkk8H8lUI,Flex (feat. Sevyn Streeter),0.74,0.657,0.265,0.119,,
spotify:track:75sQOid9BjI4pbw5GT3EmY,Donatella,0.624,0.811,0.224,0.0151,,
spotify:track:78aee4DbeE3CCFfXWLw6qk,F.U.,0.53,0.803,0.0417,0.575,,
spotify:track:19MMMKq4LzbTvhOMYccIRd,Waltz for Koop,0.435,0.491,0.0279,0.595,,
spotify:track:36jjacc9RftLgWtV0DeD6H,Christmas Carols by the Old Corral,0.928,0.242,0.0347,0.761,,
spotify:track:2cvaXmbvEFs1WFbIylmxTP,My Time,0.536,0.552,0.0887,0.127,,
spotify:track:0LXztTRstvw4AUCdw092XO,In The Area,0.102,0.875,0.0388,0.000142,,
spotify:track:6rh7tCci9IVYbEvLwLuXgz,No Below,0.297,0.401,0.0304,0.116,,
spotify:track:6DLrP2HV60GbgCNmDpsdS2,Don't Even Say Goodbye,0.859,0.703,0.0366,0.413,,
spotify:track:06FZTZdkninGWCC31MJIMX,Change That Song Mr. DJ,0.496,0.997,0.147,0.0251,,
spotify:track:0u2elrkmDoTn7KMPkLRUJu,Valley of Tears,0.83,0.654,0.0314,0.0977,,
spotify:track:0k1xMUwn9sb7bZiqdT9ygx,Beyond,0.789,0.648,0.0337,0.367,,
spotify:track:2Qg6YspSCesP9xaO3wrbqd,Modern Driveway - Jon Hopkins Remix,0.0448,0.076,0.0378,0.858,,
spotify:track:27MXMzSq7oQxi99XGGcRiH,Touch Me,0.961,0.974,0.0417,0.036,,
spotify:track:0RchWnEHETINMAyrTrlBmo,Bleeding Out,0.336,0.749,0.0702,0.0151,,
spotify:track:0Kz9aGVgFvndWkcaiylIt5,Warm Winds (feat. Isaiah Rashad),0.158,0.505,0.247,0.259,,
spotify:track:0mTAVDYGk2QcxZ7ZOgrDLD,Heavy Thinkers (feat. Buc Fifty),0.74,0.903,0.275,0.0161,,
spotify:track:34OLUCMXgN5PgjpjF9qr0d,Can I Sleep In Your Arms,0.11,0.297,0.0397,0.92,,
spotify:track:5Yn4HEMPbG6n5bw0g5KEcF,Jackers in My Mind,0.597,0.911,0.178,0.186,,
spotify:track:7zMjieY6JEKhV5ANa1OZ7D,If You Go Away,0.422,0.387,0.0289,0.148,,
spotify:track:58C2jIdXSKuovfOFimm0Ue,Living Proof of a Stubborn Youth,0.268,0.985,0.191,0.00021,,
spotify:track:7wjwdG1kRMuEc3KJDHjZLh,Industrial Sector 3083,0.141,0.873,0.0348,0.00707,,
spotify:track:28YobW5voELckAE0XsFwiZ,Loves Me for Me,0.689,0.705,0.0798,0.149,,
spotify:track:0ukrbMIdueAqU6EKttnzwS,Bad Town - 2007 Remaster,0.879,0.713,0.0548,0.331,,
spotify:track:079lsExLsjditCh8XyUn0L,Best Rapper Alive,0.416,0.879,0.141,0.00453,,
spotify:track:5MhA0k0Cfd0LjAyLFewuc6,Our God - Reyer Remix,0.702,0.621,0.0557,0.00235,,
spotify:track:5eQtR62IZ8P8qZM2pSD9Ip,Forever And For Always,0.529,0.722,0.0326,0.232,,
spotify:track:0OaEILHp0OsUGrfGJ4rnoK,Fix You (feat. Tyler Ward),0.0987,0.441,0.0271,0.413,,
spotify:track:0I5mUa3CZPcsrWwlUmTWkV,I'm Goin' Down,0.234,0.324,0.0512,0.737,,
spotify:track:3UczQtY9kNNDVvPA1fAGJf,Groove On,0.283,0.47,0.0329,0.00414,,
spotify:track:3G31yJvbYhQIpz1HBXXwvZ,Highway Patrol,0.956,0.874,0.0388,0.219,,
spotify:track:5je0dMvhEUMOqeo1G4hOyu,reverie,0.066,0.245,0.0296,0.831,,
spotify:track:2AY2gnEHnAKwR6nAfdG0Zq,"Guardians Inferno - From ""Guardians of the Galaxy Vol. 2""",0.374,0.687,0.0273,0.00114,,
spotify:track:2czrGVxIeBTSY01Q3beDH2,Be Blessed,0.186,0.503,0.0449,0.139,,
spotify:track:7IrHcIqiCyRgabPsJUDJPm,Yeah!,0.808,0.896,0.0731,0.0873,,
spotify:track:6wwruKU956ldDyz55DZTt1,first take,0.0895,0.536,0.16,0.015,,
spotify:track:53l4LGUeZKCDZI1u25kQDN,Sugah Daddy,0.683,0.547,0.262,0.0397,,
spotify:track:3D9UwaEzLRkXfruJoSiVX7,Bill Murray,0.441,0.527,0.0671,0.0212,,
spotify:track:0LT0Z0iasgXp5WHuQlH4UI,Where I Belong,0.352,0.857,0.0306,0.00405,,
spotify:track:3DorTQKx7pJkuMLlMT2MOZ,Strung Out,0.3,0.845,0.047,0.0124,,
spotify:track:3zyNutmoLXmQjocbPP0aRP,Trench Town Rock,0.821,0.559,0.445,0.312,,
spotify:track:1Uixo3vxjXgPTLepKFT8gc,Different World,0.273,0.877,0.096,0.0955,,
spotify:track:2QDafjAQg6Gwfres73NbHX,DYSLM,0.483,0.369,0.469,0.0981,,
spotify:track:3hjSHtTwR1zkBpiRBipK12,Every Day,0.674,0.875,0.0539,0.0361,,
spotify:track:4ZEUe2d1foQdbsNdgQXZlS,One More Sleep ’til Christmas,0.454,0.155,0.0315,0.904,,
spotify:track:52sQ3SsPIhrbOo0cQ0WqbD,Happy Man - 2002 Remaster,0.734,0.47,0.032,0.631,,
spotify:track:6K7VlKHywAu7HKq3ke9tIB,Bad Chick Alert,0.728,0.732,0.311,0.0511,,
spotify:track:3AdlckZAXQ6hNILWkOyTMi,What You Want,0.242,0.71,0.0311,0.0625,,
spotify:track:1ta0eFQzKlsfDFRgzzmjpe,Torture Chamber,0.361,0.869,0.185,0.0369,,
spotify:track:0LiRTCcc2q3A50Eh9k5bSi,Seasons Of Love - Original Cast Recording/1996,0.484,0.461,0.0395,0.722,,
spotify:track:0ba1eshXAHdr6sUpRiFfHH,Morning Sun - Dillon Francis Remix,0.507,0.837,0.0634,0.00237,,
spotify:track:3R1QyPHErIMI4lJTlASTuv,Breaking Bad Meets Metal,0.132,0.94,0.267,0.000115,,
spotify:track:5WGsq8V7K1OueqzKKkzZvj,Portraits,0.288,0.541,0.0257,0.116,,
spotify:track:1JbWJ450grmSwQNiOk9ke2,Tempest,0.931,0.754,0.0362,0.164,,
spotify:track:7kPuCwBWgXy5TGfgwNUKwV,Hole In My Soul,0.216,0.701,0.0268,0.00506,,
spotify:track:6K049g9nMOO5y5XyJ8yEcw,Bring out Your Dead,0.47,0.915,0.0556,2.28E-06,,
